,Unnamed: 0,d1,d2,type,split,smiles1,smiles2
65184,65188,DB00652,DB00909,25,training,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65186,65190,DB01178,DB00909,25,training,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65187,65191,DB00875,DB00909,25,training,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65188,65192,DB01065,DB00909,25,training,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65190,65194,DB00753,DB00909,25,training,FC(F)OC(Cl)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65191,65195,DB01227,DB00909,25,training,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65192,65196,DB01221,DB00909,25,training,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65194,65198,DB09342,DB00909,25,training,CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65195,65199,DB01239,DB00909,25,training,[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65196,65200,DB01238,DB00909,25,training,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65197,65201,DB00679,DB00909,25,training,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65198,65202,DB00623,DB00909,25,training,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65199,65203,DB00628,DB00909,25,training,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65201,65205,DB01624,DB00909,25,training,OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65202,65206,DB01198,DB00909,25,training,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65203,65207,DB00494,DB00909,25,training,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65204,65208,DB00490,DB00909,25,training,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65205,65209,DB00907,DB00909,25,training,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65206,65210,DB00904,DB00909,25,training,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65208,65212,DB00189,DB00909,25,training,[H]C(Cl)=CC(O)(CC)C#C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65209,65213,DB00186,DB00909,25,training,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65210,65214,DB00181,DB00909,25,training,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65211,65215,DB00298,DB00909,25,training,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65214,65218,DB06770,DB00909,25,training,OCC1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65218,65222,DB13872,DB00909,25,training,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65219,65223,DB09225,DB00909,25,training,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65220,65224,DB00645,DB00909,25,training,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65221,65225,DB00842,DB00909,25,training,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65222,65226,DB00575,DB00909,25,training,ClC1=CC=CC(Cl)=C1NC1=NCCN1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65223,65227,DB09345,DB00909,25,training,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65224,65228,DB08815,DB00909,25,training,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65225,65229,DB00391,DB00909,25,training,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65227,65231,DB01623,DB00909,25,training,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65228,65232,DB01615,DB00909,25,training,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65229,65233,DB01587,DB00909,25,training,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65232,65236,DB00281,DB00909,25,training,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65233,65237,DB01433,DB00909,25,training,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65234,65238,DB13025,DB00909,25,training,CCN(CC)CCN=C(O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65236,65240,DB00844,DB00909,25,training,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65237,65241,DB01618,DB00909,25,training,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65238,65242,DB00555,DB00909,25,training,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65239,65243,DB00455,DB00909,25,training,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65240,65244,DB00454,DB00909,25,training,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65242,65246,DB00323,DB00909,25,training,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65243,65247,DB11609,DB00909,25,training,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65244,65248,DB00633,DB00909,25,training,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65245,65249,DB00647,DB00909,25,training,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65246,65250,DB00497,DB00909,25,training,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65247,65251,DB01614,DB00909,25,training,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65248,65252,DB00475,DB00909,25,training,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65251,65255,DB00771,DB00909,25,training,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65253,65257,DB00427,DB00909,25,training,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65254,65258,DB01545,DB00909,25,training,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65257,65261,DB00228,DB00909,25,training,FC(F)OC(F)(F)C(F)Cl,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65262,65266,DB00697,DB00909,25,training,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65263,65267,DB00748,DB00909,25,training,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65265,65269,DB01159,DB00909,25,training,FC(F)(F)C(Cl)Br,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65267,65271,DB00358,DB00909,12,training,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65268,65272,DB08912,DB00909,8,training,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65269,65273,DB09063,DB00909,9,training,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65270,65274,DB08881,DB00909,8,training,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65274,65278,DB08820,DB00909,9,training,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65276,65280,DB09048,DB00909,9,training,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65277,65281,DB06717,DB00909,9,training,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65278,65282,DB09330,DB00909,9,training,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65279,65283,DB01609,DB00909,8,training,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,NS(=O)(=O)CC1=NOC2=CC=CC=C12
65282,65286,DB00182,DB00320,5,training,CC(N)CC1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65283,65287,DB09244,DB00320,5,training,CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65285,65289,DB09241,DB00320,5,training,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65286,65290,DB09245,DB00320,5,training,CC1=CC(=CC=C1)N1CC(CO)OC1=O,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65288,65292,DB00615,DB00320,6,training,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65289,65293,DB00252,DB00320,6,training,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65291,65295,DB01320,DB00320,6,training,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65292,65296,DB00564,DB00320,6,training,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65293,65297,DB00794,DB00320,6,training,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65296,65300,DB00238,DB00320,6,training,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65298,65302,DB00673,DB00320,9,training,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65300,65304,DB01601,DB00320,5,training,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65302,65306,DB00924,DB00320,34,training,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65304,65308,DB00370,DB00320,34,training,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65305,65309,DB01254,DB00320,9,training,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65306,65310,DB09167,DB00320,34,training,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65308,65312,DB12598,DB00320,9,training,NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC=C2C=C(C=CC2=C1)C(N)=N,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65309,65313,DB09289,DB00320,34,training,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65313,65317,DB00344,DB00320,34,training,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65314,65318,DB00540,DB00320,34,training,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65315,65319,DB00006,DB00320,9,training,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65318,65322,DB00176,DB00320,25,training,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65321,65325,DB01242,DB00320,34,training,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65322,65326,DB00458,DB00320,34,training,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65323,65327,DB01149,DB00320,5,training,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65324,65328,DB00193,DB00320,25,training,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65325,65329,DB00263,DB00320,5,training,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65326,65330,DB04876,DB00320,9,training,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65329,65333,DB00285,DB00320,25,training,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65331,65335,DB01263,DB00320,9,training,[H][C@@](C)(O)[C@]([H])(CC)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@]2([H])CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65334,65338,DB08865,DB00320,9,training,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65335,65339,DB00648,DB00320,8,training,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65338,65342,DB00257,DB00320,5,training,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65339,65343,DB01026,DB00320,9,training,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65340,65344,DB04871,DB00320,25,training,C[C@H]1CNCCC2=CC=C(Cl)C=C12,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65341,65345,DB01211,DB00320,9,training,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65342,65346,DB00246,DB00320,5,training,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
65343,65347,DB05521,DB00320,9,training,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
